../data/all_Normal.csv
,sbytes,sttl,dttl,sloss,trans_depth,ct_srv_dst,ct_srv_src,ct_dst_ltm,ct_src_ltm,dload,ct_state_ttl,ackdat,ct_dst_src_ltm,smean,dmean,ct_src_dport_ltm,tcprtt,ct_flw_http_mthd,rate,dur,sload,is_sm_ips_ports,sinpkt,dwin,swin,synack,stcpb,dbytes,dloss,spkts,dtcpb,djit,dpkts,ct_dst_sport_ltm,sjit,dinpkt,ct_ftp_cmd,is_ftp_login,response_body_len,service,proto,label,state,attack_cat,id
avg,4092.444376344086,94.8900752688172,81.84867741935484,4.729784946236559,0.10011827956989247,5.5350430107526885,5.829548387096774,3.431655913978495,3.978978494623656,1788697.3669035465,0.6957204301075269,0.022336496903225804,3.8893548387096772,145.41266666666667,221.43098924731183,1.7793763440860215,0.04908785270967742,0.14310752688172043,19588.290163112935,1.0154067355376346,29768115.01987971,0.03954838709677419,2344.19575630114,176.67578494623655,183.594311827957,0.026751355806451615,1491325398.3014624,26138.19735483871,12.17183870967742,27.563172043010752,1480589396.1900969,837.5593299383441,33.02793548387097,1.1485806451612903,6491.784814191431,142.78789777998924,0.014258064516129033,0.014172043010752687,3218.9432150537637,X,X,X,X,X,X
std,12903.340789255266,100.40238629942014,100.04454402739127,7.9107559116393436,0.3026193659262395,5.765585511331234,5.9277060433046715,3.45551080049788,3.9587115083053392,3755007.0000447067,1.1970909934386182,0.05831492458053528,5.520520332818024,198.033052815174,306.9000362818064,2.4054893402158344,0.12107587309925023,0.6493369813276385,83965.6183787526,4.559351624867003,168418551.5094741,0.194895644319769,11298.52305354188,117.62636994358148,114.48749515182574,0.07353633014707212,1430020599.3163917,128712.97160271053,45.232249039576686,53.2982653053718,1426246507.6403422,5566.660888540692,97.45643666564939,1.5740261117546954,56895.60547379443,1603.8515398507059,0.11927621356806906,0.1183816158039002,39995.70870293424,X,X,X,X,X,X

../data/svmexpone_DoS.csv
,sbytes,sttl,dttl,sloss,trans_depth,ct_srv_dst,ct_srv_src,ct_dst_ltm,ct_src_ltm,dload,ct_state_ttl,ackdat,ct_dst_src_ltm,smean,dmean,ct_src_dport_ltm,tcprtt,ct_flw_http_mthd,rate,dur,sload,is_sm_ips_ports,sinpkt,dwin,swin,synack,stcpb,dbytes,dloss,spkts,dtcpb,djit,dpkts,ct_dst_sport_ltm,sjit,dinpkt,ct_ftp_cmd,is_ftp_login,response_body_len,service,proto,label,state,attack_cat,id
avg,22790.607594936708,218.58589511754067,198.6853526220615,11.285714285714286,0.3471971066907776,1.7540687160940325,2.0253164556962027,1.3363471971066907,2.057866184448463,49550.958965012665,1.2477396021699818,0.046822685352622066,1.620253164556962,213.17902350813742,125.27124773960217,1.0795660036166366,0.08411930922242314,0.3309222423146474,40967.68798184449,2.175405842676311,65794179.73756272,0.0,78.01553486437612,200.126582278481,200.126582278481,0.037296623869801086,1695012711.3490055,43174.08137432188,17.933092224231466,33.45207956600362,1634004235.4846294,288.7145813381555,42.613019891500905,1.0379746835443038,3158.84515384991,65.4057227323689,0.009041591320072333,0.009041591320072333,2236.4376130198916,X,X,X,X,X,X
std,244204.60116386402,74.46710221840488,102.9237437073068,93.9939482598787,0.6003888967439361,1.6505538252897543,1.5863600160679543,0.8893985018009115,2.7189470764464216,217390.0219060867,0.5816041831553966,0.036753800504700646,1.280153955307432,290.8539316253153,232.093379726587,0.2961448983136965,0.07249365744812694,0.4705451220192312,128397.55838223657,8.19203643345328,406531968.76226467,0.0,189.57984203678092,104.79327052128409,104.79327052128409,0.041021977209985544,1401430205.4348006,660885.3305680621,246.88940252368724,201.27229574522735,1374730951.2328992,1059.6323353179682,494.76932939105075,0.1911350489941962,5954.5969323733,96.79673920807267,0.09465643637108428,0.09465643637108428,24857.27291121162,X,X,X,X,X,X

compare
