../data/all_Normal.csv
,sttl,dttl,tcprtt,ackdat,synack,dmean,ct_dst_ltm,ct_src_ltm,dload,smean,sjit,dwin,swin,ct_state_ttl,dtcpb,stcpb,sbytes,ct_dst_src_ltm,dur,dpkts,dloss,spkts,ct_srv_dst,dinpkt,is_sm_ips_ports,dbytes,sinpkt,sload,ct_srv_src,trans_depth,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,response_body_len,djit,ct_src_dport_ltm,rate,sloss,ct_dst_sport_ltm,service,proto,label,state,attack_cat,id
avg,94.8900752688172,81.84867741935484,0.04908785270967742,0.022336496903225804,0.026751355806451615,221.43098924731183,3.431655913978495,3.978978494623656,1788697.3669035465,145.41266666666667,6491.784814191431,176.67578494623655,183.594311827957,0.6957204301075269,1480589396.1900969,1491325398.3014624,4092.444376344086,3.8893548387096772,1.0154067355376346,33.02793548387097,12.17183870967742,27.563172043010752,5.5350430107526885,142.78789777998924,0.03954838709677419,26138.19735483871,2344.19575630114,29768115.01987971,5.829548387096774,0.10011827956989247,0.14310752688172043,0.014172043010752687,0.014258064516129033,3218.9432150537637,837.5593299383441,1.7793763440860215,19588.290163112935,4.729784946236559,1.1485806451612903,X,X,X,X,X,X
std,100.40238629942014,100.04454402739127,0.12107587309925023,0.05831492458053528,0.07353633014707212,306.9000362818064,3.45551080049788,3.9587115083053392,3755007.0000447067,198.033052815174,56895.60547379443,117.62636994358148,114.48749515182574,1.1970909934386182,1426246507.6403422,1430020599.3163917,12903.340789255266,5.520520332818024,4.559351624867003,97.45643666564939,45.232249039576686,53.2982653053718,5.765585511331234,1603.8515398507059,0.194895644319769,128712.97160271053,11298.52305354188,168418551.5094741,5.9277060433046715,0.3026193659262395,0.6493369813276385,0.1183816158039002,0.11927621356806906,39995.70870293424,5566.660888540692,2.4054893402158344,83965.6183787526,7.9107559116393436,1.5740261117546954,X,X,X,X,X,X

../data/svmexpone_Fuzzers.csv
,sttl,dttl,tcprtt,ackdat,synack,dmean,ct_dst_ltm,ct_src_ltm,dload,smean,sjit,dwin,swin,ct_state_ttl,dtcpb,stcpb,sbytes,ct_dst_src_ltm,dur,dpkts,dloss,spkts,ct_srv_dst,dinpkt,is_sm_ips_ports,dbytes,sinpkt,sload,ct_srv_src,trans_depth,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,response_body_len,djit,ct_src_dport_ltm,rate,sloss,ct_dst_sport_ltm,service,proto,label,state,attack_cat,id
avg,253.89686825053997,225.87473002159828,0.1495082138228942,0.07003085529157667,0.0794773585313175,56.87257019438445,1.6911447084233262,2.0221382289416847,5369.388384840713,239.3612311015119,32913.17226378564,228.5637149028078,228.5637149028078,1.1123110151187905,1921552001.825054,1919499459.0561554,7869.772138228942,2.34719222462203,2.257023187365011,8.826673866090713,1.84341252699784,15.92170626349892,4.314794816414687,476.20998203941684,0.0,1031.719222462203,342.3869870464363,55937509.86856786,4.998380129589632,0.05993520518358531,0.06101511879049676,0.0,0.0,15.481641468682506,1230.109364227862,1.626889848812095,21505.13503812743,4.90658747300216,1.1457883369330453,X,X,X,X,X,X
std,4.460366733985959,76.81821595893032,0.07877757382582308,0.04111511643376957,0.045384575366322316,73.58250804033804,1.2259202857829008,1.4111734644498846,24610.40039935054,324.49282018932854,143919.62371124772,77.73271852986997,77.73271852986997,0.37801295649519107,1342580096.3642519,1324374452.233965,25029.897935938538,2.708254261415494,7.553169118014411,8.531587930071371,3.4990425744498794,19.554924136794607,3.4146073760263764,2055.237631779177,0.0,8238.939565117895,1371.3273924291466,262027205.2506738,3.4129877668943056,0.2373667549662059,0.24382801578838562,0.0,0.0,666.0705240194164,5149.905751373109,1.2005175462255608,92527.33285325172,9.342789218691443,0.4002140012236203,X,X,X,X,X,X

compare
,sttl,dttl,tcprtt,ackdat,synack,dmean,ct_dst_ltm,ct_src_ltm,dload,smean,sjit,dwin,swin,ct_state_ttl,dtcpb,stcpb,sbytes,ct_dst_src_ltm,dur,dpkts,dloss,spkts,ct_srv_dst,dinpkt,is_sm_ips_ports,dbytes,sinpkt,sload,ct_srv_src,trans_depth,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,response_body_len,djit,ct_src_dport_ltm,rate,sloss,ct_dst_sport_ltm,service,proto,label,state,attack_cat,id
avgdiff,159.00679298172275,144.02605260224345,0.10042036111321678,0.047694358388350865,0.052726002724865884,-164.55841905292738,-1.7405112055551686,-1.9568402656819712,-1783327.9785187058,93.94856443484522,26421.387449594207,51.88792995657124,44.96940307485079,0.41659058501126356,440962605.6349571,428174060.75469303,3777.327761884856,-1.5421626140876472,1.2416164518273762,-24.201261617780254,-10.32842618267958,-11.641465779511831,-1.2202481943380015,333.4220842594276,-0.03954838709677419,-25106.478132376506,-2001.8087692547037,26169394.84868815,-0.8311682575071417,-0.04018307438630716,-0.08209240809122367,-0.014172043010752687,-0.014258064516129033,-3203.461573585081,392.55003428951784,-0.15248649527392644,1916.8448750144962,0.17680252676560126,-0.002792308228245055,X,X,X,X,X,X
stddiff,1.5836953566774046,1.4396192616242067,0.8294002640055184,0.8178756764485396,0.7170061739471397,-0.5361955021139979,-0.5036914384132125,-0.49431241998224396,-0.47492001439610465,0.47440850453650407,0.46438362382422743,0.44112497887556046,0.3927887758852208,0.3480024386572453,0.30917699238717783,0.29941810695550664,0.2927402928883559,-0.27935095264841264,0.27232303055011564,-0.24832902213333752,-0.22834208782416626,-0.21842110081467356,-0.21164341278779414,0.20788837119579293,-0.20292083609568204,-0.19505787038986983,-0.1771743757806622,0.1553830894170589,-0.14021752283852607,-0.13278421314286076,-0.12642496954874957,-0.11971489757521771,-0.11953820539408874,-0.08009513213976537,0.07051804342844124,-0.06339105009720994,0.02282892583924031,0.02234963747338812,-0.0017739910458869333,X,X,X,X,X,X
