../data/all_Normal.csv
,sttl,rate,ct_srv_dst,ct_state_ttl,dmean,sload,ct_srv_src,ct_dst_ltm,swin,dload,sloss,ct_dst_src_ltm,dttl,dwin,ct_src_ltm,spkts,trans_depth,ct_src_dport_ltm,dpkts,stcpb,dtcpb,sbytes,dloss,ct_flw_http_mthd,sinpkt,is_sm_ips_ports,dbytes,ackdat,dur,djit,is_ftp_login,ct_ftp_cmd,smean,tcprtt,ct_dst_sport_ltm,response_body_len,sjit,dinpkt,synack,service,proto,label,state,attack_cat,id
avg,94.8900752688172,19588.290163112935,5.5350430107526885,0.6957204301075269,221.43098924731183,29768115.01987971,5.829548387096774,3.431655913978495,183.594311827957,1788697.3669035465,4.729784946236559,3.8893548387096772,81.84867741935484,176.67578494623655,3.978978494623656,27.563172043010752,0.10011827956989247,1.7793763440860215,33.02793548387097,1491325398.3014624,1480589396.1900969,4092.444376344086,12.17183870967742,0.14310752688172043,2344.19575630114,0.03954838709677419,26138.19735483871,0.022336496903225804,1.0154067355376346,837.5593299383441,0.014172043010752687,0.014258064516129033,145.41266666666667,0.04908785270967742,1.1485806451612903,3218.9432150537637,6491.784814191431,142.78789777998924,0.026751355806451615,X,X,X,X,X,X
std,100.40238629942014,83965.6183787526,5.765585511331234,1.1970909934386182,306.9000362818064,168418551.5094741,5.9277060433046715,3.45551080049788,114.48749515182574,3755007.0000447067,7.9107559116393436,5.520520332818024,100.04454402739127,117.62636994358148,3.9587115083053392,53.2982653053718,0.3026193659262395,2.4054893402158344,97.45643666564939,1430020599.3163917,1426246507.6403422,12903.340789255266,45.232249039576686,0.6493369813276385,11298.52305354188,0.194895644319769,128712.97160271053,0.05831492458053528,4.559351624867003,5566.660888540692,0.1183816158039002,0.11927621356806906,198.033052815174,0.12107587309925023,1.5740261117546954,39995.70870293424,56895.60547379443,1603.8515398507059,0.07353633014707212,X,X,X,X,X,X

../data/all_Shellcode.csv
,sttl,rate,ct_srv_dst,ct_state_ttl,dmean,sload,ct_srv_src,ct_dst_ltm,swin,dload,sloss,ct_dst_src_ltm,dttl,dwin,ct_src_ltm,spkts,trans_depth,ct_src_dport_ltm,dpkts,stcpb,dtcpb,sbytes,dloss,ct_flw_http_mthd,sinpkt,is_sm_ips_ports,dbytes,ackdat,dur,djit,is_ftp_login,ct_ftp_cmd,smean,tcprtt,ct_dst_sport_ltm,response_body_len,sjit,dinpkt,synack,service,proto,label,state,attack_cat,id
avg,254.0,99145.57813347451,1.5684976836532099,1.5056254136333553,22.18133686300463,130465101.61583923,2.3103904698874915,1.585704831237591,126.57180675049636,2374.1471701601586,0.9920582395764395,1.3534083388484448,125.08272667107876,126.57180675049636,2.342819324950364,5.9649238914626075,0.0,1.0,3.2892124420913302,1077551222.2256784,1080764493.0132363,532.8352084712111,0.49636002647253474,0.0,39.11035376042356,0.0,146.39973527465256,0.032329899404367965,0.3628556048974189,88.42109472998014,0.0,0.0,122.73990734612839,0.06177921773659828,1.0,0.0,2348.0624848107213,54.55378577829252,0.029449318332230308,X,X,X,X,X,X
std,0.0,165061.24118988696,1.7917120189351727,0.5039238384252465,22.346029006863912,251626995.10316032,2.489611356264948,2.9379926723286776,127.49662135637783,3065.0533037148407,0.9996374918302858,2.3509548515726495,125.99666110512631,127.49662135637783,4.295228416974806,3.9962872383950057,0.0,0.0,3.381012712802741,1398299625.1435766,1405443151.8916566,309.99986546709295,0.4999867504171679,0.0,92.02211009479885,0.0,150.28650018410534,0.04032813056345439,0.8325120486475601,193.84613497056006,0.0,0.0,102.27519223213324,0.07758365874832501,0.0,0.0,6119.957097847652,117.73416674273129,0.04125107811853749,X,X,X,X,X,X

compare
