sorted by 1st:
../data/all_Normal.csv
,sttl,rate,ct_state_ttl,dmean,ct_srv_dst,ct_srv_src,ct_dst_ltm,swin,dload,sloss,dttl,dwin,spkts,smean,ct_dst_src_ltm,ct_src_ltm,stcpb,dpkts,dtcpb,sbytes,dloss,sload,ct_src_dport_ltm,is_sm_ips_ports,sinpkt,dbytes,ackdat,djit,is_ftp_login,ct_ftp_cmd,trans_depth,tcprtt,response_body_len,sjit,dinpkt,ct_dst_sport_ltm,synack,dur,ct_flw_http_mthd,service,proto,label,state,attack_cat,id
avg,94.8900752688172,19588.290163112935,0.6957204301075269,221.43098924731183,5.5350430107526885,5.829548387096774,3.431655913978495,183.594311827957,1788697.3669035465,4.729784946236559,81.84867741935484,176.67578494623655,27.563172043010752,145.41266666666667,3.8893548387096772,3.978978494623656,1491325398.3014624,33.02793548387097,1480589396.1900969,4092.444376344086,12.17183870967742,29768115.01987971,1.7793763440860215,0.03954838709677419,2344.19575630114,26138.19735483871,0.022336496903225804,837.5593299383441,0.014172043010752687,0.014258064516129033,0.10011827956989247,0.04908785270967742,3218.9432150537637,6491.784814191431,142.78789777998924,1.1485806451612903,0.026751355806451615,1.0154067355376346,0.14310752688172043,X,X,X,X,X,X
std,100.40238629942014,83965.6183787526,1.1970909934386182,306.9000362818064,5.765585511331234,5.9277060433046715,3.45551080049788,114.48749515182574,3755007.0000447067,7.9107559116393436,100.04454402739127,117.62636994358148,53.2982653053718,198.033052815174,5.520520332818024,3.9587115083053392,1430020599.3163917,97.45643666564939,1426246507.6403422,12903.340789255266,45.232249039576686,168418551.5094741,2.4054893402158344,0.194895644319769,11298.52305354188,128712.97160271053,0.05831492458053528,5566.660888540692,0.1183816158039002,0.11927621356806906,0.3026193659262395,0.12107587309925023,39995.70870293424,56895.60547379443,1603.8515398507059,1.5740261117546954,0.07353633014707212,4.559351624867003,0.6493369813276385,X,X,X,X,X,X

../data/all_Reconnaissance.csv
,sttl,rate,ct_state_ttl,dmean,ct_srv_dst,ct_srv_src,ct_dst_ltm,swin,dload,sloss,dttl,dwin,spkts,smean,ct_dst_src_ltm,ct_src_ltm,stcpb,dpkts,dtcpb,sbytes,dloss,sload,ct_src_dport_ltm,is_sm_ips_ports,sinpkt,dbytes,ackdat,djit,is_ftp_login,ct_ftp_cmd,trans_depth,tcprtt,response_body_len,sjit,dinpkt,ct_dst_sport_ltm,synack,dur,ct_flw_http_mthd,service,proto,label,state,attack_cat,id
avg,253.01515693143634,99718.72648499027,1.5156216486737686,24.09022663902195,1.9854865232001144,2.5555158361335524,1.6675484378351326,126.98041038106814,2425.5741590299563,0.9982126260098663,125.68227639951384,126.98041038106814,7.034603560448988,79.10116536784157,2.100307428326303,2.7050117966683347,1066814898.1938229,4.983770644169586,1079444583.915064,751.3812826195754,1.1012368628011726,70491429.99322137,1.2413669836276542,0.0,69.95734146836348,1797.0892257095875,0.03146783084292557,107.36244617702152,0.0,0.0,0.1323371702294988,0.060022070780010005,30.86272967755773,3509.4765943729894,67.36750522878387,1.2116250804318296,0.028554239937084433,1.0050459252162725,0.14406234360477585,X,X,X,X,X,X
std,14.668176941750131,169707.0774177296,0.5965354005815996,45.90644395689029,2.184295876975754,2.5999659290358323,2.431856746397527,127.49894127649807,24585.00482581988,1.0132797837648886,125.82312841322916,127.49894127649807,14.853343383615869,38.63273611746491,3.425772442580616,4.51134647214226,1381001606.4600217,71.00629949182276,1399194114.8184466,7151.6994734182645,35.44306035788772,122550673.20270592,0.7941457107934408,0.0,204.71681988281543,95777.89122689051,0.03871840210423697,209.74839293197553,0.0,0.0,0.3388569662927818,0.07481605840306735,1817.9063746336467,5546.307635928781,103.7047331826738,0.7771486915585382,0.040010345384612823,4.929467580831382,0.4173880640349973,X,X,X,X,X,X

../data/svmexpone_Reconnaissance.csv
